[2022-08-21 07:11:14] Executing SamBamViz v0.0.9
[2022-08-21 07:11:14] Using 1-based indexing
[2022-08-21 07:11:14] Input file: data/trimmed_bam/SRR13615950.02.trimmed.sorted.bam
[2022-08-21 07:11:14] Output file: data/trimmed_bam/SRR13615950.02.trimmed.sorted.bam.sambamviz.tsv
[2022-08-21 07:11:14] Parsing input file...
[2022-08-21 07:11:21] Parsed 50000 reads...
[2022-08-21 07:11:28] Parsed 100000 reads...
[2022-08-21 07:11:36] Parsed 150000 reads...
[2022-08-21 07:11:43] Parsed 200000 reads...
[2022-08-21 07:11:50] Parsed 250000 reads...
[2022-08-21 07:11:58] Parsed 300000 reads...
[2022-08-21 07:12:05] Parsed 350000 reads...
[2022-08-21 07:12:13] Parsed 400000 reads...
[2022-08-21 07:12:20] Parsed 450000 reads...
[2022-08-21 07:12:28] Parsed 500000 reads...
[2022-08-21 07:12:35] Parsed 550000 reads...
[2022-08-21 07:12:43] Parsed 600000 reads...
[2022-08-21 07:12:50] Parsed 650000 reads...
[2022-08-21 07:12:58] Parsed 700000 reads...
[2022-08-21 07:13:05] Parsed 750000 reads...
[2022-08-21 07:13:13] Parsed 800000 reads...
[2022-08-21 07:13:21] Parsed 850000 reads...
[2022-08-21 07:13:28] Parsed 900000 reads...
[2022-08-21 07:13:36] Parsed 950000 reads...
[2022-08-21 07:13:44] Parsed 1000000 reads...
[2022-08-21 07:13:51] Parsed 1050000 reads...
[2022-08-21 07:13:59] Parsed 1100000 reads...
[2022-08-21 07:14:06] Parsed 1150000 reads...
[2022-08-21 07:14:14] Parsed 1200000 reads...
[2022-08-21 07:14:22] Parsed 1250000 reads...
[2022-08-21 07:14:29] Parsed 1300000 reads...
[2022-08-21 07:14:36] Parsed 1350000 reads...
[2022-08-21 07:14:44] Parsed 1400000 reads...
[2022-08-21 07:14:52] Parsed 1450000 reads...
[2022-08-21 07:14:59] Parsed 1500000 reads...
[2022-08-21 07:15:07] Parsed 1550000 reads...
[2022-08-21 07:15:14] Parsed 1600000 reads...
[2022-08-21 07:15:21] Parsed 1650000 reads...
[2022-08-21 07:15:29] Parsed 1700000 reads...
[2022-08-21 07:15:36] Parsed 1750000 reads...
[2022-08-21 07:15:44] Parsed 1800000 reads...
[2022-08-21 07:15:51] Parsed 1850000 reads...
[2022-08-21 07:15:59] Parsed 1900000 reads...
[2022-08-21 07:16:06] Parsed 1950000 reads...
[2022-08-21 07:16:13] Parsed 2000000 reads...
[2022-08-21 07:16:21] Parsed 2050000 reads...
[2022-08-21 07:16:28] Parsed 2100000 reads...
[2022-08-21 07:16:36] Parsed 2150000 reads...
[2022-08-21 07:16:43] Parsed 2200000 reads...
[2022-08-21 07:16:51] Parsed 2250000 reads...
[2022-08-21 07:16:58] Parsed 2300000 reads...
[2022-08-21 07:17:06] Parsed 2350000 reads...
[2022-08-21 07:17:13] Parsed 2400000 reads...
[2022-08-21 07:17:21] Parsed 2450000 reads...
[2022-08-21 07:17:28] Parsed 2500000 reads...
[2022-08-21 07:17:36] Parsed 2550000 reads...
[2022-08-21 07:17:43] Parsed 2600000 reads...
[2022-08-21 07:17:51] Parsed 2650000 reads...
[2022-08-21 07:17:58] Parsed 2700000 reads...
[2022-08-21 07:18:06] Parsed 2750000 reads...
[2022-08-21 07:18:14] Parsed 2800000 reads...
[2022-08-21 07:18:21] Parsed 2850000 reads...
[2022-08-21 07:18:29] Parsed 2900000 reads...
[2022-08-21 07:18:37] Parsed 2950000 reads...
[2022-08-21 07:18:44] Parsed 3000000 reads...
[2022-08-21 07:18:52] Parsed 3050000 reads...
[2022-08-21 07:19:00] Parsed 3100000 reads...
[2022-08-21 07:19:07] Parsed 3150000 reads...
[2022-08-21 07:19:15] Parsed 3200000 reads...
[2022-08-21 07:19:22] Parsed 3250000 reads...
[2022-08-21 07:19:30] Parsed 3300000 reads...
[2022-08-21 07:19:37] Parsed 3350000 reads...
[2022-08-21 07:19:45] Parsed 3400000 reads...
[2022-08-21 07:19:52] Parsed 3450000 reads...
[2022-08-21 07:20:00] Parsed 3500000 reads...
[2022-08-21 07:20:07] Parsed 3550000 reads...
[2022-08-21 07:20:14] Parsed 3600000 reads...
[2022-08-21 07:20:22] Parsed 3650000 reads...
[2022-08-21 07:20:29] Parsed 3700000 reads...
[2022-08-21 07:20:37] Parsed 3750000 reads...
[2022-08-21 07:20:42] Finished parsing input file
[2022-08-21 07:20:42] - Number of reads: 3785924
[2022-08-21 07:20:42]   - Unmapped: 0
[2022-08-21 07:20:42]   - Mapped: 3785924
[2022-08-21 07:20:42] - Average raw (unclipped) read length: 99.70731213833136
[2022-08-21 07:20:42]   - Unmapped: N/A
[2022-08-21 07:20:42]   - Mapped: 99.70731213833136
[2022-08-21 07:20:42] - Average clipped read length: 97.52492205337455
[2022-08-21 07:20:42]   - Unmapped: N/A
[2022-08-21 07:20:42]   - Mapped: 97.52492205337455
[2022-08-21 07:20:42] - Average insert size: N/A
[2022-08-21 07:20:42] - Average coverage: 12103.188385932068
[2022-08-21 07:20:42] Writing nucleotide counts...
[2022-08-21 07:20:43] Finished writing nucleotide counts
