[2022-08-21 07:54:48] Executing SamBamViz v0.0.9
[2022-08-21 07:54:48] Using 1-based indexing
[2022-08-21 07:54:48] Input file: data/trimmed_bam/SRR13615958.02.trimmed.sorted.bam
[2022-08-21 07:54:48] Output file: data/trimmed_bam/SRR13615958.02.trimmed.sorted.bam.sambamviz.tsv
[2022-08-21 07:54:48] Parsing input file...
[2022-08-21 07:54:55] Parsed 50000 reads...
[2022-08-21 07:55:04] Parsed 100000 reads...
[2022-08-21 07:55:13] Parsed 150000 reads...
[2022-08-21 07:55:22] Parsed 200000 reads...
[2022-08-21 07:55:31] Parsed 250000 reads...
[2022-08-21 07:55:40] Parsed 300000 reads...
[2022-08-21 07:55:49] Parsed 350000 reads...
[2022-08-21 07:55:58] Parsed 400000 reads...
[2022-08-21 07:56:07] Parsed 450000 reads...
[2022-08-21 07:56:15] Parsed 500000 reads...
[2022-08-21 07:56:24] Parsed 550000 reads...
[2022-08-21 07:56:33] Parsed 600000 reads...
[2022-08-21 07:56:42] Parsed 650000 reads...
[2022-08-21 07:56:51] Parsed 700000 reads...
[2022-08-21 07:57:00] Parsed 750000 reads...
[2022-08-21 07:57:09] Parsed 800000 reads...
[2022-08-21 07:57:18] Parsed 850000 reads...
[2022-08-21 07:57:27] Parsed 900000 reads...
[2022-08-21 07:57:36] Parsed 950000 reads...
[2022-08-21 07:57:45] Parsed 1000000 reads...
[2022-08-21 07:57:55] Parsed 1050000 reads...
[2022-08-21 07:58:04] Parsed 1100000 reads...
[2022-08-21 07:58:13] Parsed 1150000 reads...
[2022-08-21 07:58:22] Parsed 1200000 reads...
[2022-08-21 07:58:31] Parsed 1250000 reads...
[2022-08-21 07:58:40] Parsed 1300000 reads...
[2022-08-21 07:58:49] Parsed 1350000 reads...
[2022-08-21 07:58:58] Parsed 1400000 reads...
[2022-08-21 07:59:07] Parsed 1450000 reads...
[2022-08-21 07:59:16] Parsed 1500000 reads...
[2022-08-21 07:59:25] Parsed 1550000 reads...
[2022-08-21 07:59:34] Parsed 1600000 reads...
[2022-08-21 07:59:43] Parsed 1650000 reads...
[2022-08-21 07:59:52] Parsed 1700000 reads...
[2022-08-21 08:00:01] Parsed 1750000 reads...
[2022-08-21 08:00:11] Parsed 1800000 reads...
[2022-08-21 08:00:19] Parsed 1850000 reads...
[2022-08-21 08:00:28] Parsed 1900000 reads...
[2022-08-21 08:00:37] Parsed 1950000 reads...
[2022-08-21 08:00:46] Parsed 2000000 reads...
[2022-08-21 08:00:55] Parsed 2050000 reads...
[2022-08-21 08:01:04] Parsed 2100000 reads...
[2022-08-21 08:01:13] Parsed 2150000 reads...
[2022-08-21 08:01:22] Parsed 2200000 reads...
[2022-08-21 08:01:31] Parsed 2250000 reads...
[2022-08-21 08:01:40] Parsed 2300000 reads...
[2022-08-21 08:01:49] Parsed 2350000 reads...
[2022-08-21 08:01:58] Parsed 2400000 reads...
[2022-08-21 08:02:07] Parsed 2450000 reads...
[2022-08-21 08:02:16] Parsed 2500000 reads...
[2022-08-21 08:02:25] Parsed 2550000 reads...
[2022-08-21 08:02:35] Parsed 2600000 reads...
[2022-08-21 08:02:44] Parsed 2650000 reads...
[2022-08-21 08:02:53] Parsed 2700000 reads...
[2022-08-21 08:03:02] Parsed 2750000 reads...
[2022-08-21 08:03:11] Parsed 2800000 reads...
[2022-08-21 08:03:21] Parsed 2850000 reads...
[2022-08-21 08:03:30] Parsed 2900000 reads...
[2022-08-21 08:03:39] Parsed 2950000 reads...
[2022-08-21 08:03:48] Parsed 3000000 reads...
[2022-08-21 08:03:57] Parsed 3050000 reads...
[2022-08-21 08:04:06] Parsed 3100000 reads...
[2022-08-21 08:04:15] Parsed 3150000 reads...
[2022-08-21 08:04:24] Parsed 3200000 reads...
[2022-08-21 08:04:33] Parsed 3250000 reads...
[2022-08-21 08:04:42] Parsed 3300000 reads...
[2022-08-21 08:04:51] Parsed 3350000 reads...
[2022-08-21 08:05:00] Parsed 3400000 reads...
[2022-08-21 08:05:09] Parsed 3450000 reads...
[2022-08-21 08:05:18] Parsed 3500000 reads...
[2022-08-21 08:05:26] Parsed 3550000 reads...
[2022-08-21 08:05:36] Parsed 3600000 reads...
[2022-08-21 08:05:45] Parsed 3650000 reads...
[2022-08-21 08:05:53] Parsed 3700000 reads...
[2022-08-21 08:06:03] Parsed 3750000 reads...
[2022-08-21 08:06:12] Parsed 3800000 reads...
[2022-08-21 08:06:21] Parsed 3850000 reads...
[2022-08-21 08:06:29] Parsed 3900000 reads...
[2022-08-21 08:06:38] Parsed 3950000 reads...
[2022-08-21 08:06:47] Parsed 4000000 reads...
[2022-08-21 08:06:57] Parsed 4050000 reads...
[2022-08-21 08:07:06] Parsed 4100000 reads...
[2022-08-21 08:07:15] Parsed 4150000 reads...
[2022-08-21 08:07:24] Parsed 4200000 reads...
[2022-08-21 08:07:33] Parsed 4250000 reads...
[2022-08-21 08:07:43] Parsed 4300000 reads...
[2022-08-21 08:07:51] Parsed 4350000 reads...
[2022-08-21 08:08:00] Parsed 4400000 reads...
[2022-08-21 08:08:09] Parsed 4450000 reads...
[2022-08-21 08:08:20] Parsed 4500000 reads...
[2022-08-21 08:08:29] Parsed 4550000 reads...
[2022-08-21 08:08:39] Parsed 4600000 reads...
[2022-08-21 08:08:48] Parsed 4650000 reads...
[2022-08-21 08:08:57] Parsed 4700000 reads...
[2022-08-21 08:09:06] Parsed 4750000 reads...
[2022-08-21 08:09:15] Parsed 4800000 reads...
[2022-08-21 08:09:24] Parsed 4850000 reads...
[2022-08-21 08:09:32] Parsed 4900000 reads...
[2022-08-21 08:09:41] Parsed 4950000 reads...
[2022-08-21 08:09:50] Parsed 5000000 reads...
[2022-08-21 08:09:59] Parsed 5050000 reads...
[2022-08-21 08:10:08] Parsed 5100000 reads...
[2022-08-21 08:10:10] Finished parsing input file
[2022-08-21 08:10:10] - Number of reads: 5112003
[2022-08-21 08:10:10]   - Unmapped: 0
[2022-08-21 08:10:10]   - Mapped: 5112003
[2022-08-21 08:10:10] - Average raw (unclipped) read length: 99.43345455783184
[2022-08-21 08:10:10]   - Unmapped: N/A
[2022-08-21 08:10:10]   - Mapped: 99.43345455783184
[2022-08-21 08:10:11] - Average clipped read length: 97.4903305025447
[2022-08-21 08:10:11]   - Unmapped: N/A
[2022-08-21 08:10:11]   - Mapped: 97.4903305025447
[2022-08-21 08:10:11] - Average insert size: N/A
[2022-08-21 08:10:11] - Average coverage: 16375.55521369808
[2022-08-21 08:10:11] Writing nucleotide counts...
[2022-08-21 08:10:11] Finished writing nucleotide counts
