[2022-08-21 08:40:18] Executing SamBamViz v0.0.9
[2022-08-21 08:40:18] Using 1-based indexing
[2022-08-21 08:40:18] Input file: data/trimmed_bam/SRR13615969.02.trimmed.sorted.bam
[2022-08-21 08:40:18] Output file: data/trimmed_bam/SRR13615969.02.trimmed.sorted.bam.sambamviz.tsv
[2022-08-21 08:40:18] Parsing input file...
[2022-08-21 08:40:25] Parsed 50000 reads...
[2022-08-21 08:40:33] Parsed 100000 reads...
[2022-08-21 08:40:40] Parsed 150000 reads...
[2022-08-21 08:40:48] Parsed 200000 reads...
[2022-08-21 08:40:55] Parsed 250000 reads...
[2022-08-21 08:41:03] Parsed 300000 reads...
[2022-08-21 08:41:10] Parsed 350000 reads...
[2022-08-21 08:41:18] Parsed 400000 reads...
[2022-08-21 08:41:26] Parsed 450000 reads...
[2022-08-21 08:41:34] Parsed 500000 reads...
[2022-08-21 08:41:41] Parsed 550000 reads...
[2022-08-21 08:41:49] Parsed 600000 reads...
[2022-08-21 08:41:56] Parsed 650000 reads...
[2022-08-21 08:42:04] Parsed 700000 reads...
[2022-08-21 08:42:11] Parsed 750000 reads...
[2022-08-21 08:42:19] Parsed 800000 reads...
[2022-08-21 08:42:26] Parsed 850000 reads...
[2022-08-21 08:42:34] Parsed 900000 reads...
[2022-08-21 08:42:41] Parsed 950000 reads...
[2022-08-21 08:42:49] Parsed 1000000 reads...
[2022-08-21 08:42:57] Parsed 1050000 reads...
[2022-08-21 08:43:04] Parsed 1100000 reads...
[2022-08-21 08:43:12] Parsed 1150000 reads...
[2022-08-21 08:43:20] Parsed 1200000 reads...
[2022-08-21 08:43:27] Parsed 1250000 reads...
[2022-08-21 08:43:35] Parsed 1300000 reads...
[2022-08-21 08:43:42] Parsed 1350000 reads...
[2022-08-21 08:43:50] Parsed 1400000 reads...
[2022-08-21 08:43:57] Parsed 1450000 reads...
[2022-08-21 08:44:05] Parsed 1500000 reads...
[2022-08-21 08:44:13] Parsed 1550000 reads...
[2022-08-21 08:44:20] Parsed 1600000 reads...
[2022-08-21 08:44:28] Parsed 1650000 reads...
[2022-08-21 08:44:35] Parsed 1700000 reads...
[2022-08-21 08:44:43] Parsed 1750000 reads...
[2022-08-21 08:44:51] Parsed 1800000 reads...
[2022-08-21 08:44:58] Parsed 1850000 reads...
[2022-08-21 08:45:06] Parsed 1900000 reads...
[2022-08-21 08:45:13] Parsed 1950000 reads...
[2022-08-21 08:45:21] Parsed 2000000 reads...
[2022-08-21 08:45:29] Parsed 2050000 reads...
[2022-08-21 08:45:37] Parsed 2100000 reads...
[2022-08-21 08:45:45] Parsed 2150000 reads...
[2022-08-21 08:45:52] Parsed 2200000 reads...
[2022-08-21 08:46:00] Parsed 2250000 reads...
[2022-08-21 08:46:08] Parsed 2300000 reads...
[2022-08-21 08:46:15] Parsed 2350000 reads...
[2022-08-21 08:46:23] Parsed 2400000 reads...
[2022-08-21 08:46:31] Parsed 2450000 reads...
[2022-08-21 08:46:39] Parsed 2500000 reads...
[2022-08-21 08:46:46] Parsed 2550000 reads...
[2022-08-21 08:46:54] Parsed 2600000 reads...
[2022-08-21 08:47:01] Parsed 2650000 reads...
[2022-08-21 08:47:09] Parsed 2700000 reads...
[2022-08-21 08:47:16] Parsed 2750000 reads...
[2022-08-21 08:47:24] Finished parsing input file
[2022-08-21 08:47:24] - Number of reads: 2798813
[2022-08-21 08:47:24]   - Unmapped: 0
[2022-08-21 08:47:24]   - Mapped: 2798813
[2022-08-21 08:47:24] - Average raw (unclipped) read length: 99.60252721421546
[2022-08-21 08:47:24]   - Unmapped: N/A
[2022-08-21 08:47:24]   - Mapped: 99.60252721421546
[2022-08-21 08:47:24] - Average clipped read length: 97.84681756158771
[2022-08-21 08:47:24]   - Unmapped: N/A
[2022-08-21 08:47:24]   - Mapped: 97.84681756158771
[2022-08-21 08:47:24] - Average insert size: N/A
[2022-08-21 08:47:24] - Average coverage: 8947.060531068157
[2022-08-21 08:47:24] Writing nucleotide counts...
[2022-08-21 08:47:24] Finished writing nucleotide counts
