[2022-08-21 14:02:56] Executing SamBamViz v0.0.9
[2022-08-21 14:02:56] Using 1-based indexing
[2022-08-21 14:02:56] Input file: data/trimmed_bam/SRR13616014.02.trimmed.sorted.bam
[2022-08-21 14:02:56] Output file: data/trimmed_bam/SRR13616014.02.trimmed.sorted.bam.sambamviz.tsv
[2022-08-21 14:02:56] Parsing input file...
[2022-08-21 14:03:02] Parsed 50000 reads...
[2022-08-21 14:03:09] Parsed 100000 reads...
[2022-08-21 14:03:17] Parsed 150000 reads...
[2022-08-21 14:03:24] Parsed 200000 reads...
[2022-08-21 14:03:32] Parsed 250000 reads...
[2022-08-21 14:03:39] Parsed 300000 reads...
[2022-08-21 14:03:46] Parsed 350000 reads...
[2022-08-21 14:03:54] Parsed 400000 reads...
[2022-08-21 14:04:02] Parsed 450000 reads...
[2022-08-21 14:04:09] Parsed 500000 reads...
[2022-08-21 14:04:17] Parsed 550000 reads...
[2022-08-21 14:04:25] Parsed 600000 reads...
[2022-08-21 14:04:32] Parsed 650000 reads...
[2022-08-21 14:04:40] Parsed 700000 reads...
[2022-08-21 14:04:47] Parsed 750000 reads...
[2022-08-21 14:04:55] Parsed 800000 reads...
[2022-08-21 14:05:02] Parsed 850000 reads...
[2022-08-21 14:05:10] Parsed 900000 reads...
[2022-08-21 14:05:17] Parsed 950000 reads...
[2022-08-21 14:05:25] Parsed 1000000 reads...
[2022-08-21 14:05:32] Parsed 1050000 reads...
[2022-08-21 14:05:40] Parsed 1100000 reads...
[2022-08-21 14:05:47] Parsed 1150000 reads...
[2022-08-21 14:05:55] Parsed 1200000 reads...
[2022-08-21 14:06:02] Parsed 1250000 reads...
[2022-08-21 14:06:10] Parsed 1300000 reads...
[2022-08-21 14:06:17] Parsed 1350000 reads...
[2022-08-21 14:06:25] Parsed 1400000 reads...
[2022-08-21 14:06:32] Parsed 1450000 reads...
[2022-08-21 14:06:39] Parsed 1500000 reads...
[2022-08-21 14:06:47] Parsed 1550000 reads...
[2022-08-21 14:06:54] Parsed 1600000 reads...
[2022-08-21 14:07:02] Parsed 1650000 reads...
[2022-08-21 14:07:09] Parsed 1700000 reads...
[2022-08-21 14:07:17] Parsed 1750000 reads...
[2022-08-21 14:07:24] Parsed 1800000 reads...
[2022-08-21 14:07:32] Parsed 1850000 reads...
[2022-08-21 14:07:39] Parsed 1900000 reads...
[2022-08-21 14:07:47] Parsed 1950000 reads...
[2022-08-21 14:07:54] Parsed 2000000 reads...
[2022-08-21 14:08:01] Parsed 2050000 reads...
[2022-08-21 14:08:09] Parsed 2100000 reads...
[2022-08-21 14:08:17] Parsed 2150000 reads...
[2022-08-21 14:08:26] Parsed 2200000 reads...
[2022-08-21 14:08:34] Parsed 2250000 reads...
[2022-08-21 14:08:42] Parsed 2300000 reads...
[2022-08-21 14:08:49] Parsed 2350000 reads...
[2022-08-21 14:08:57] Parsed 2400000 reads...
[2022-08-21 14:09:04] Parsed 2450000 reads...
[2022-08-21 14:09:12] Parsed 2500000 reads...
[2022-08-21 14:09:19] Parsed 2550000 reads...
[2022-08-21 14:09:27] Parsed 2600000 reads...
[2022-08-21 14:09:34] Parsed 2650000 reads...
[2022-08-21 14:09:42] Parsed 2700000 reads...
[2022-08-21 14:09:50] Parsed 2750000 reads...
[2022-08-21 14:09:57] Parsed 2800000 reads...
[2022-08-21 14:10:04] Parsed 2850000 reads...
[2022-08-21 14:10:12] Parsed 2900000 reads...
[2022-08-21 14:10:19] Parsed 2950000 reads...
[2022-08-21 14:10:26] Parsed 3000000 reads...
[2022-08-21 14:10:34] Parsed 3050000 reads...
[2022-08-21 14:10:41] Parsed 3100000 reads...
[2022-08-21 14:10:49] Parsed 3150000 reads...
[2022-08-21 14:10:57] Parsed 3200000 reads...
[2022-08-21 14:10:58] Finished parsing input file
[2022-08-21 14:10:58] - Number of reads: 3209454
[2022-08-21 14:10:58]   - Unmapped: 0
[2022-08-21 14:10:58]   - Mapped: 3209454
[2022-08-21 14:10:58] - Average raw (unclipped) read length: 99.59297344657378
[2022-08-21 14:10:58]   - Unmapped: N/A
[2022-08-21 14:10:58]   - Mapped: 99.59297344657378
[2022-08-21 14:10:58] - Average clipped read length: 96.94427743784456
[2022-08-21 14:10:58]   - Unmapped: N/A
[2022-08-21 14:10:58]   - Mapped: 96.94427743784456
[2022-08-21 14:10:58] - Average insert size: N/A
[2022-08-21 14:10:58] - Average coverage: 10142.463714801686
[2022-08-21 14:10:58] Writing nucleotide counts...
[2022-08-21 14:10:58] Finished writing nucleotide counts
